Company Names,Cars Names,Engines,CC/Battery Capacity,HorsePower,Total Speed,Performance(0 - 100 )KM/H,Cars Prices,Fuel Types,Seats,Torque
Porsche,Panamera Turbo S Exclusive Series,4.0L Twin-Turbo V8,3996 cc,570 hp,310 km/h,3.8,"$290,000 ",Petrol,4,800 Nm
Porsche,Panamera 4S ,2.9L Twin-Turbo V6,2894 cc,443 hp,289 km/h,4.1,"$105,000 ",Petrol,4,550 Nm
Porsche,Macan Base,2.0L Turbo Inline-4,1984 cc,265 hp,232 km/h,6.4,"$58,000 ",Petrol,5,400 Nm
Porsche,Macan T,2.0L Turbo Inline-4,1984 cc,265 hp,233 km/h,6.2,"$63,000 ",Petrol,5,400 Nm
Porsche,Macan S,2.9L Twin-Turbo V6,2894 cc,375 hp,259 km/h,4.6,"$70,400 ",Petrol,5,520 Nm
Porsche,Macan GTS,2.9L Twin-Turbo V6,2894 cc,434 hp,272 km/h,4.3,"$82,900 ",Petrol,5,550 Nm
Porsche,Macan EV ,Dual Electric Motors,95 kWh,603 hp,240 km/h,4.0 sec,"$85,000 ",Electric,5,750 Nm
Porsche,Cayenne Base,3.0L Turbocharged V6,2995 cc,335 hp,245 km/h,5.9,"$72,200 ",Petrol,5,450 Nm
Porsche,Cayenne E-Hybrid,3.0L V6 + Electric Motor,2995 cc,455 hp,253 km/h,4.8,"$91,000 ",Hybrid,5,700 Nm
Porsche,Cayenne S Coupe,2.9L Twin-Turbo V6,2894 cc,434 hp,263 km/h,4.7,"$94,300 ",Petrol,4,550 Nm
Porsche,Cayenne Turbo GT,4.0L Twin-Turbo V8,3996 cc,631 hp,300 km/h,3.3,"$182,150 ",Petrol,4,850 Nm
Porsche,Cayenne Platinum Edition,3.0L Turbocharged V6,2995 cc,335 hp,245 km/h,5.8,"$79,000 ",Petrol,5,450 Nm
Porsche,Cayenne Turbo S E-Hybrid Coupe,4.0L Twin-Turbo V8 + Electric Motor,3996 cc,670 hp,295 km/h,3.6,"$167,800 ",Hybrid,4,900 Nm
Porsche,Cayenne GTS Coupe,4.0L Twin-Turbo V8,3996 cc,453 hp,270 km/h,4.5,"$111,200 ",Petrol,4,620 Nm
Porsche,Cayenne Diesel (Regional Markets),3.0L Turbo Diesel V6,2967 cc,262 hp,221 km/h,7.3,"$69,000 ",Diesel,5,580 Nm
Porsche,Cayenne S Hybrid,3.0L V6 + Electric Motor,2995 cc,380 hp,242 km/h,6.5,"$85,500 ",Hybrid,5,580 Nm
Porsche,Cayenne Coupe Turbo E-Hybrid,4.0L Twin-Turbo V8 + Electric Motor,3996 cc,728 hp,295 km/h,3.6,"$182,900 ",Hybrid,4,950 Nm
Porsche,Taycan Base,Dual Electric Motors,79.2 kWh,321 hp,230 km/h,5.4,"$86,700 ",Electric,4,345 Nm
Cadillac,CT4,2.0L Turbo Inline-4 Gasoline,2000 cc,237 hp,250 km/h,6.0 sec,"$34,395 ",Petrol,5,350 Nm
Cadillac,CT4-V,2.7L Turbo Inline-4 Gasoline,2700 cc,325 hp,260 km/h,4.9 sec,"$46,595 ",Petrol,5,500 Nm
Cadillac,CT5,2.0L Turbo Inline-4 Gasoline,2000 cc,237 hp,240 km/h,6.6 sec,"$38,195 ",Petrol,5,350 Nm
Cadillac,CT5-V,3.0L Twin-Turbo V6 Gasoline,3000 cc,360 hp,250 km/h,4.6 sec,"$50,995 ",Petrol,5,550 Nm
Porsche,Taycan Cross Turismo 4,Dual Electric Motors,93.4 kWh,375 hp,240 km/h,5.1 sec,"$94,800 ",Electric,4,500 Nm
Porsche,Taycan Cross Turismo GTS,Dual Electric Motors,93.4 kWh,590 hp,250 km/h,3.8 sec,"$139,400 ",Electric,4,620 Nm
Porsche,Taycan Sport Turismo Base,Dual Electric Motors,79.2 kWh,375 hp,230 km/h,5.4 sec,"$90,500 ",Electric,4,500 Nm
Porsche,Taycan Sport Turismo GTS,Dual Electric Motors,93.4 kWh,590 hp,250 km/h,3.7 sec,"$136,700 ",Electric,4,620 Nm
Porsche,Taycan Turbo S Cross Turismo,Dual Electric Motors,93.4 kWh,750 hp,260 km/h,2.9 sec,"$190,000 ",Electric,4,1050 Nm
Porsche,911 Carrera Base,3.0L Twin-Turbo Flat-6,2981 cc,379 hp,293 km/h,4.2 sec,"$106,100 ",Petrol,4,450 Nm
Porsche,911 Carrera S Cabriolet,3.0L Twin-Turbo Flat-6,2981 cc,443 hp,304 km/h,3.9 sec,"$129,900 ",Petrol,4,530 Nm
Porsche,911 Carrera 4,3.0L Twin-Turbo Flat-6,2981 cc,379 hp,293 km/h,4.4 sec,"$113,300 ",Petrol,4,450 Nm
Porsche,911 Carrera 4 GTS,3.0L Twin-Turbo Flat-6,2981 cc,473 hp,311 km/h,3.3 sec,"$137,000 ",Petrol,4,570 Nm
Porsche,911 Targa 4 GTS,3.0L Twin-Turbo Flat-6,2981 cc,473 hp,307 km/h,3.5 sec,"$157,300 ",Petrol,4,570 Nm
Porsche,911 Turbo Cabriolet,3.8L Twin-Turbo Flat-6,3745 cc,572 hp,320 km/h,2.9 sec,"$184,100 ",Petrol,4,750 Nm
Porsche,911 Turbo S Coupe,3.8L Twin-Turbo Flat-6,3745 cc,640 hp,330 km/h,2.7 sec,"$207,000 ",Petrol,4,800 Nm
Porsche,911 GT3 Touring,4.0L Naturally Aspirated Flat-6,3996 cc,502 hp,318 km/h,3.9 sec,"$170,000 ",Petrol,2,470 Nm
Porsche,911 GT3 RS Clubsport,4.0L Naturally Aspirated Flat-6,3996 cc,525 hp,296 km/h,3.2 sec,"$223,800 ",Petrol,2,465 Nm
Porsche,911 Dakar Limited Edition,3.0L Twin-Turbo Flat-6,2981 cc,473 hp,240 km/h,3.4 sec,"$222,000 ",Petrol,4,570 Nm
Porsche,911 Carrera GTS Lightweight,3.0L Twin-Turbo Flat-6,2981 cc,473 hp,311 km/h,3.2 sec,"$145,300 ",Petrol,4,570 Nm
Porsche,911 Targa 4 Lightweight,3.0L Twin-Turbo Flat-6,2981 cc,379 hp,289 km/h,4.3 sec,"$135,500 ",Petrol,4,450 Nm
Porsche,911 Turbo Exclusive Series,3.8L Twin-Turbo Flat-6,3745 cc,607 hp,330 km/h,2.9 sec,"$258,000 ",Petrol,4,750 Nm
Porsche,911 GT2 RS,3.8L Twin-Turbo Flat-6,3745 cc,700 hp,340 km/h,2.8 sec,"$293,200 ",Petrol,2,750 Nm
Porsche,911 GT3 Cup,4.0L Naturally Aspirated Flat-6,3996 cc,510 hp,290 km/h,3.4 sec,"$245,000 ",Petrol,1,470 Nm
Porsche,911 GT4 RS,4.0L Naturally Aspirated Flat-6,3996 cc,500 hp,315 km/h,3.4 sec,"$222,000 ",Petrol,2,450 Nm
Porsche,911 RSR (Motorsport Edition),4.2L Naturally Aspirated Flat-6,4194 cc,515 hp,296 km/h,3.1 sec,"$750,000 ",Petrol,1,480 Nm
Porsche,911 Sport Turismo,3.0L Twin-Turbo Flat-6,2981 cc,379 hp,293 km/h,4.4 sec,"$116,000 ",Petrol,4,450 Nm
Porsche,911 Turbo Cabriolet Lightweight,3.8L Twin-Turbo Flat-6,3745 cc,572 hp,318 km/h,3.0 sec,"$191,300 ",Petrol,4,750 Nm
Porsche,911 Dakar Sport,3.0L Twin-Turbo Flat-6,2981 cc,473 hp,240 km/h,3.5 sec,"$233,000 ",Petrol,4,570 Nm
Tata Motors,Tiago,1.2L Revotron 3-cylinder Petrol,1199 cc,86 hp,170 km/h,13 sec,"$8,200 ",Petrol,5,113 Nm
Tata Motors,Tiago EV,Permanent Magnet Synchronous,24 kWh,74 hp,120 km/h,5.7 sec,"$11,000 ",Electric,5,114 Nm
Tata Motors,Altroz,1.2L Revotron Petrol / 1.5L Diesel,1199 cc / 1497 cc,86 hp / 89 hp,170 km/h,12 sec,"$10,400 ",Petrol/Diesel,5,113-200 Nm
Tata Motors,Altroz DCA,1.2L Revotron 3-cylinder Petrol,1199 cc,86 hp,170 km/h,12.5 sec,"$11,300 ",Petrol,5,113 Nm
Tata Motors,Altroz iTurbo,1.2L Turbocharged Petrol,1199 cc,110 hp,180 km/h,10 sec,"$12,000 ",Petrol,5,140 Nm
Tata Motors,Altroz CNG,1.2L Revotron Bi-Fuel,1199 cc,86 hp,165 km/h,12 sec,"$11,800 ",CNG/Petrol,5,113 Nm
Tata Motors,Tiago NRG,1.2L Revotron 3-cylinder Petrol,1199 cc,86 hp,170 km/h,13.5 sec,"$9,200 ",Petrol,5,113 Nm
Tata Motors,Nano GenX,624cc MPFI,624 cc,37 hp,105 km/h,29 sec,"$4,000 ",Petrol,4,51 Nm
Tata Motors,Indica eV2,1.4L CR4 Diesel,1396 cc,70 hp,155 km/h,16 sec,"$6,200 ",Diesel,5,140 Nm
Tata Motors,Indica V2 Xeta,1.2L MPFI Petrol,1193 cc,65 hp,140 km/h,16 sec,"$5,000 ",Petrol,5,100 Nm
Tata Motors,Tigor,1.2L Revotron 3-cylinder Petrol,1199 cc,86 hp,170 km/h,13 sec,"$9,400 ",Petrol,5,113 Nm
Tata Motors,Tigor EV,Permanent Magnet Synchronous,26 kWh,74 hp,120 km/h,5.7 sec,"$14,500 ",Electric,5,114 Nm
Tata Motors,Zest,1.3L Quadrajet Diesel / 1.2L Revotron Petrol,1248 cc / 1199 cc,75 hp / 90 hp,165 km/h,15 sec,"$8,700 ",Diesel/Petrol,5,190 Nm / 140 Nm
Tata Motors,Indigo eCS,1.4L CR4 Diesel,1396 cc,70 hp,155 km/h,16.5 sec,"$6,500 ",Diesel,5,140 Nm
Cadillac,Escalade,6.2L V8 Gasoline,6200 cc,420 hp,210 km/h,6.8 sec,"$79,295 ",Petrol,7,624 Nm
Tata Motors,Indigo Marina,1.4L CR4 Diesel / 1.4L Petrol,1396 cc,70 hp / 85 hp,150 km/h,17 sec,"$8,300 ",Diesel/Petrol,5,135 Nm / 115 Nm
Tata Motors,Manza,1.3L Quadrajet Diesel / 1.4L Petrol,1248 cc / 1368 cc,75 hp / 90 hp,160 km/h,14 sec,"$9,000 ",Diesel/Petrol,5,200 Nm / 115 Nm
Tata Motors,Indigo LX,1.4L CR4 Diesel,1396 cc,70 hp,150 km/h,17 sec,"$7,000 ",Diesel,5,140 Nm
Tata Motors,Indigo GLX,1.4L MPFI Petrol,1396 cc,85 hp,160 km/h,15 sec,"$7,200 ",Petrol,5,115 Nm
Cadillac,Escalade ESV,6.2L V8 Gasoline,6200 cc,420 hp,205 km/h,6.9 sec,"$82,295 ",Petrol,7,624 Nm
Tata Motors,Nexon,1.2L Turbo Petrol / 1.5L Diesel,1199 cc / 1497 cc,118 hp / 110 hp,180 km/h,10 sec,"$14,000 ",Petrol/Diesel,5,170-260 Nm
Tata Motors,Nexon EV Max,Permanent Magnet Synchronous,40.5 kWh,143 hp,140 km/h,9 sec,"$25,000 ",Electric,5,250 Nm
Tata Motors,Harrier,2.0L Kryotec Turbocharged Diesel,1956 cc,168 hp,180 km/h,11 sec,"$23,000 ",Diesel,5,350 Nm
Tata Motors,Safari,2.0L Kryotec Turbocharged Diesel,1956 cc,168 hp,180 km/h,11 sec,"$25,500 ",Diesel,7,350 Nm
Tata Motors,Punch,1.2L Revotron Petrol,1199 cc,86 hp,160 km/h,16 sec,"$10,500 ",Petrol,5,113 Nm
Tata Motors,Hexa,2.2L Varicor Diesel,2179 cc,154 hp,180 km/h,12 sec,"$20,000 ",Diesel,7,400 Nm
Tata Motors,Aria,2.2L Dicor Diesel,2179 cc,138 hp,162 km/h,13 sec,"$19,000 ",Diesel,7,320 Nm
Tata Motors,Sumo Gold,3.0L CR4 Diesel,2956 cc,85 hp,125 km/h,17.6 sec,"$15,000 ",Diesel,7,250 Nm
Tata Motors,Sumo Grande,2.2L Dicor Diesel,2179 cc,118 hp,140 km/h,15 sec,"$16,500 ",Diesel,7,250 Nm
Tata Motors,Nexon EV Prime,Permanent Magnet Synchronous,30.2 kWh,129 hp,120 km/h,9.4 sec,"$22,000 ",Electric,5,245 Nm
Tata Motors,Tiago EV,Permanent Magnet Synchronous,24 kWh,74 hp,120 km/h,5.7 sec,"$11,000 ",Electric,5,114 Nm
Tesla,Model S,Dual Electric Motors,100 kWh,670 hp,250 km/h,3.1 sec,"$88,490 ",Electric,5,967 Nm
Tesla,Model S Plaid,Tri Electric Motors,100 kWh,"1,020 hp",322 km/h,2.1 sec,"$108,490 ",Electric,5,"1,400 Nm"
Tesla,Model 3,Single Electric Motor (RWD),60 kWh,283 hp,225 km/h,5.8 sec,"$40,240 ",Electric,5,420 Nm
Tesla,Model 3 Performance,Dual Electric Motors (AWD),82 kWh,450 hp,261 km/h,3.1 sec,"$53,240 ",Electric,5,660 Nm
Tesla,Model X,Dual Electric Motors (AWD),100 kWh,670 hp,250 km/h,3.8 sec,"$98,490 ",Electric,7,967 Nm
Tesla,Model X Plaid,Tri Electric Motors,100 kWh,"1,020 hp",262 km/h,2.6 sec,"$113,490 ",Electric,6,"1,400 Nm"
Tesla,Model Y,Single Electric Motor (RWD),75 kWh,346 hp,217 km/h,5.0 sec,"$47,490 ",Electric,5,498 Nm
Tesla,Model Y Long Range,Dual Electric Motors (AWD),82 kWh,384 hp,217 km/h,4.8 sec,"$50,490 ",Electric,5,559 Nm
Tesla,Cybertruck,Tri Electric Motors,200 kWh,800 hp,209 km/h,2.9 sec,"$69,900 ",Electric,6,"1,355 Nm"
Tesla,Roadster 2,Quad Electric Motors,200 kWh,"1,288 hp",402 km/h,1.9 sec,"$200,000 ",Electric,4,"10,000 Nm"
Jeep,Wrangler,3.6L V6 Pentastar Gasoline,3600 cc,285 hp,180 km/h,6.8 sec,"$35,195 ",Petrol,4,353 Nm
Jeep,Wrangler Rubicon,2.0L Turbo I4 Gasoline,2000 cc,270 hp,180 km/h,7.1 sec,"$42,100 ",Petrol,4,400 Nm
Jeep,Grand Cherokee,3.6L V6 Pentastar Gasoline,3600 cc,293 hp,209 km/h,7.0 sec,"$41,530 ",Petrol,5,352 Nm
Jeep,Grand Cherokee L,3.6L V6 Pentastar Gasoline,3600 cc,293 hp,209 km/h,7.2 sec,"$43,530 ",Petrol,7,352 Nm
Jeep,Cherokee,2.4L I4 Tigershark Gasoline,2400 cc,180 hp,195 km/h,8.5 sec,"$37,695 ",Petrol,5,230 Nm
Jeep,Compass,2.0L Turbo Gasoline,2000 cc,200 hp,200 km/h,7.8 sec,"$31,590 ",Petrol,5,320 Nm
Jeep,Renegade,1.3L Turbo I4 Gasoline,1300 cc,177 hp,200 km/h,8.7 sec,"$28,345 ",Petrol,5,285 Nm
Jeep,Gladiator,3.6L V6 Pentastar Gasoline,3600 cc,285 hp,177 km/h,8.1 sec,"$38,775 ",Petrol,5,353 Nm
Jeep,Wagoneer,5.7L V8 Gasoline with eTorque,5700 cc,392 hp,190 km/h,7.4 sec,"$63,595 ",Petrol,8,548 Nm
Jeep,Grand Wagoneer,6.4L V8 Gasoline,6400 cc,471 hp,190 km/h,6.0 sec,"$91,495 ",Petrol,8,617 Nm
Jeep,Grand Cherokee 4xe,2.0L Turbo PHEV,17.3 kWh,375 hp,210 km/h,6.0 sec,"$59,865 ",Hybrid,5,637 Nm
Jeep,Wrangler 4xe,2.0L Turbo PHEV,17.3 kWh,375 hp,180 km/h,6.4 sec,"$50,695 ",Hybrid,5,637 Nm
Jeep,Compass 4xe,1.3L Turbo PHEV,11.4 kWh,240 hp,200 km/h,7.3 sec,"$46,500 ",Hybrid,5,270 Nm
Jeep,Renegade 4xe,1.3L Turbo PHEV,11.4 kWh,240 hp,200 km/h,7.5 sec,"$44,500 ",Hybrid,5,270 Nm
Mazda,Mazda2,1.5L 4-Cylinder,"1,500 cc",108 hp,180 km/h,10.2 sec,"$17,000-$20,000",Petrol,5,142 Nm
Jeep,Wagoneer S (Electric),Dual Electric Motors,100 kWh,600 hp,177 km/h,4.5 sec,"$80,000 ",Electric,5,850 Nm
Jeep,Gladiator Mojave Edition,3.6L V6 Pentastar Gasoline,3600 cc,285 hp,177 km/h,8.6 sec,"$51,570 ",Petrol,5,353 Nm
Jeep,Grand Cherokee Summit Reserve,5.7L V8 Gasoline,5700 cc,357 hp,190 km/h,7.3 sec,"$66,575 ",Petrol,5,529 Nm
Jeep,Jeep Cherokee X Edition,3.2L V6 Pentastar Gasoline,3200 cc,271 hp,195 km/h,7.6 sec,"$41,295 ",Petrol,5,324 Nm
Jeep,Wrangler 392,6.4L V8 HEMI Gasoline,6400 cc,470 hp,160 km/h,4.5 sec,"$82,495 ",Petrol,4,637 Nm
Cadillac,XT4,2.0L Turbo Inline-4 Gasoline,2000 cc,235 hp,220 km/h,7.6 sec,"$37,490 ",Petrol,5,350 Nm
Cadillac,XT5,3.6L V6 Gasoline,3600 cc,310 hp,210 km/h,6.5 sec,"$44,195 ",Petrol,5,366 Nm
Cadillac,XT6,3.6L V6 Gasoline,3600 cc,310 hp,210 km/h,6.9 sec,"$48,595 ",Petrol,7,366 Nm
Cadillac,Lyriq EV,Single Electric Motor,100 kWh,340 hp,190 km/h,5.7 sec,"$58,590 ",Electric,5,440 Nm
Cadillac,Escalade V,6.2L Supercharged V8 Gasoline,6200 cc,682 hp,200 km/h,4.4 sec,"$149,990 ",Petrol,7,885 Nm
Cadillac,Escalade Platinum,6.2L V8 Gasoline,6200 cc,420 hp,210 km/h,6.8 sec,"$104,595 ",Petrol,7,624 Nm
Cadillac,CT5-V Blackwing,6.2L Supercharged V8 Gasoline,6200 cc,668 hp,320 km/h,3.4 sec,"$92,000 ",Petrol,5,893 Nm
Cadillac,CT4-V Blackwing,3.6L Twin-Turbo V6 Gasoline,3600 cc,472 hp,290 km/h,3.9 sec,"$60,495 ",Petrol,5,603 Nm
Cadillac,XT4 Sport,2.0L Turbo Inline-4 Gasoline,2000 cc,235 hp,220 km/h,7.4 sec,"$41,390 ",Petrol,5,350 Nm
Cadillac,XT5 Sport,3.6L V6 Gasoline,3600 cc,310 hp,210 km/h,6.5 sec,"$51,095 ",Petrol,5,366 Nm
Cadillac,XT6 Sport,3.6L V6 Gasoline,3600 cc,310 hp,210 km/h,6.9 sec,"$57,095 ",Petrol,7,366 Nm
Cadillac,Lyriq Launch Edition,Single Electric Motor,100 kWh,340 hp,190 km/h,5.7 sec,"$59,990 ",Electric,5,440 Nm
Cadillac,Lyriq EV Premium,Dual Electric Motors,100 kWh,500 hp,210 km/h,4.5 sec,"$64,990 ",Electric,5,620 Nm
Cadillac,CT5 Premium Luxury,2.0L Turbo Inline-4 Gasoline,2000 cc,237 hp,240 km/h,6.8 sec,"$41,290 ",Petrol,5,350 Nm
Chevrolet,Spark,1.4L Inline-4 Gasoline,1400 cc,98 hp,180 km/h,10.7 sec,"$14,595 ",Petrol,5,127 Nm
Chevrolet,Sonic,1.4L Turbo Inline-4 Gasoline,1400 cc,138 hp,190 km/h,8.5 sec,"$16,720 ",Petrol,5,200 Nm
Chevrolet,Malibu,1.5L Turbo Inline-4 Gasoline,1500 cc,160 hp,210 km/h,8.0 sec,"$25,000 ",Petrol,5,250 Nm
Chevrolet,Camaro,2.0L Turbo Inline-4 Gasoline,2000 cc,275 hp,240 km/h,5.4 sec,"$26,400 ",Petrol,4,400 Nm
Chevrolet,Corvette,6.2L V8 Gasoline,6200 cc,495 hp,312 km/h,3.0 sec,"$65,895 ",Petrol,2,637 Nm
Chevrolet,Traverse,3.6L V6 Gasoline,3600 cc,310 hp,210 km/h,7.0 sec,"$35,915 ",Petrol,7,360 Nm
Chevrolet,Equinox,1.5L Turbo Inline-4 Gasoline,1500 cc,170 hp,200 km/h,8.9 sec,"$26,600 ",Petrol,5,275 Nm
Chevrolet,Blazer,3.6L V6 Gasoline,3600 cc,308 hp,220 km/h,6.6 sec,"$44,000 ",Petrol,5,366 Nm
Chevrolet,Tahoe,5.3L V8 Gasoline,5300 cc,355 hp,200 km/h,7.5 sec,"$56,995 ",Petrol,7,519 Nm
Chevrolet,Suburban,5.3L V8 Gasoline,5300 cc,355 hp,190 km/h,7.6 sec,"$59,900 ",Petrol,8,519 Nm
Chevrolet,Colorado,2.7L Turbo Inline-4 Gasoline,2700 cc,310 hp,190 km/h,6.8 sec,"$30,695 ",Petrol,5,583 Nm
Chevrolet,Silverado 1500,5.3L V8 Gasoline,5300 cc,355 hp,180 km/h,7.0 sec,"$42,795 ",Petrol,6,519 Nm
Chevrolet,Silverado 2500HD,6.6L V8 Gasoline,6600 cc,401 hp,170 km/h,8.0 sec,"$41,500 ",Petrol,6,629 Nm
Chevrolet,Silverado 3500HD,6.6L V8 Diesel,6600 cc,445 hp,160 km/h,8.5 sec,"$45,500 ",Diesel,6,1234 Nm
Chevrolet,Bolt EV,Single Electric Motor,66 kWh,200 hp,150 km/h,6.5 sec,"$27,495 ",Electric,5,360 Nm
Chevrolet,Bolt EUV,Single Electric Motor,66 kWh,200 hp,150 km/h,7.0 sec,"$28,795 ",Electric,5,360 Nm
Chevrolet,Trailblazer,1.3L Turbo Inline-3 Gasoline,1300 cc,155 hp,200 km/h,9.4 sec,"$23,100 ",Petrol,5,236 Nm
Chevrolet,Malibu Premier,2.0L Turbo Inline-4 Gasoline,2000 cc,250 hp,240 km/h,5.8 sec,"$33,500 ",Petrol,5,353 Nm
Chevrolet,Camaro ZL1,6.2L Supercharged V8 Gasoline,6200 cc,650 hp,318 km/h,3.5 sec,"$67,300 ",Petrol,4,881 Nm
Chevrolet,Corvette Stingray,6.2L V8 Gasoline,6200 cc,495 hp,312 km/h,3.0 sec,"$65,895 ",Petrol,2,637 Nm
Chevrolet,Silverado 1500 High Country,5.3L V8 Gasoline,5300 cc,355 hp,180 km/h,7.0 sec,"$61,595 ",Petrol,6,519 Nm
Chevrolet,Silverado 1500 Trail Boss,5.3L V8 Gasoline,5300 cc,355 hp,180 km/h,7.0 sec,"$55,895 ",Petrol,6,519 Nm
Chevrolet,Silverado 1500 RST,5.3L V8 Gasoline,5300 cc,355 hp,180 km/h,7.1 sec,"$50,895 ",Petrol,6,519 Nm
Chevrolet,Colorado ZR2,2.8L Turbo Diesel I4,2800 cc,181 hp,160 km/h,9.1 sec,"$48,295 ",Diesel,5,500 Nm
Chevrolet,Traverse Premier,3.6L V6 Gasoline,3600 cc,310 hp,210 km/h,7.0 sec,"$46,600 ",Petrol,7,360 Nm
Chevrolet,Equinox Premier,1.5L Turbo Inline-4 Gasoline,1500 cc,170 hp,200 km/h,8.8 sec,"$33,400 ",Petrol,5,275 Nm
Chevrolet,Blazer RS,3.6L V6 Gasoline,3600 cc,308 hp,220 km/h,6.6 sec,"$48,900 ",Petrol,5,366 Nm
Chevrolet,Bolt EV 2LT,Single Electric Motor,66 kWh,200 hp,150 km/h,6.7 sec,"$28,795 ",Electric,5,360 Nm
Chevrolet,Camaro SS,6.2L V8 Gasoline,6200 cc,455 hp,290 km/h,4.3 sec,"$43,500 ",Petrol,4,617 Nm
Chevrolet,Corvette Grand Sport,6.2L V8 Gasoline,6200 cc,460 hp,290 km/h,3.9 sec,"$65,900 ",Petrol,2,630 Nm
Chevrolet,Traverse RS,3.6L V6 Gasoline,3600 cc,310 hp,210 km/h,7.0 sec,"$43,700 ",Petrol,7,360 Nm
Chevrolet,Blazer Premier,3.6L V6 Gasoline,3600 cc,308 hp,220 km/h,6.6 sec,"$45,000 ",Petrol,5,366 Nm
Chevrolet,Malibu LT,1.5L Turbo Inline-4 Gasoline,1500 cc,160 hp,210 km/h,8.5 sec,"$25,800 ",Petrol,5,250 Nm
Chevrolet,Spark Activ,1.4L Inline-4 Gasoline,1400 cc,98 hp,180 km/h,11.0 sec,"$17,595 ",Petrol,5,127 Nm
Chevrolet,Trax LT,1.2L Turbo Inline-3 Gasoline,1200 cc,137 hp,200 km/h,9.2 sec,"$24,100 ",Petrol,5,220 Nm
Chevrolet,Equinox LT,1.5L Turbo Inline-4 Gasoline,1500 cc,170 hp,200 km/h,8.9 sec,"$28,400 ",Petrol,5,275 Nm
Chevrolet,Silverado 3500HD High Country,6.6L V8 Diesel,6600 cc,445 hp,160 km/h,8.5 sec,"$75,700 ",Diesel,6,1234 Nm
Chevrolet,Colorado WT,2.7L Turbo Inline-4 Gasoline,2700 cc,310 hp,190 km/h,6.9 sec,"$29,200 ",Petrol,5,583 Nm
Chevrolet,Suburban High Country,6.2L V8 Gasoline,6200 cc,420 hp,200 km/h,7.0 sec,"$82,400 ",Petrol,8,624 Nm
Chevrolet,Silverado Custom,4.3L V6 Gasoline,4300 cc,285 hp,180 km/h,8.5 sec,"$33,900 ",Petrol,6,413 Nm
Chevrolet,Spark LS,1.4L Inline-4 Gasoline,1400 cc,98 hp,180 km/h,10.9 sec,"$14,395 ",Petrol,5,127 Nm
Chevrolet,Traverse LT,3.6L V6 Gasoline,3600 cc,310 hp,210 km/h,7.1 sec,"$37,200 ",Petrol,7,360 Nm
Chevrolet,Blazer LT,2.5L Inline-4 Gasoline,2500 cc,193 hp,200 km/h,9.0 sec,"$36,100 ",Petrol,5,255 Nm
Chevrolet,Malibu Premier,2.0L Turbo Inline-4 Gasoline,2000 cc,250 hp,240 km/h,5.8 sec,"$34,500 ",Petrol,5,353 Nm
Chevrolet,Equinox RS,1.5L Turbo Inline-4 Gasoline,1500 cc,170 hp,200 km/h,8.8 sec,"$31,900 ",Petrol,5,275 Nm
Chevrolet,Silverado 1500 Custom,4.3L V6 Gasoline,4300 cc,285 hp,180 km/h,8.6 sec,"$34,900 ",Petrol,6,413 Nm
Chevrolet,Silverado 2500HD LTZ,6.6L V8 Diesel,6600 cc,445 hp,160 km/h,8.4 sec,"$56,400 ",Diesel,6,1234 Nm
Chevrolet,Tahoe RST,5.3L V8 Gasoline,5300 cc,355 hp,180 km/h,7.4 sec,"$64,100 ",Petrol,7,519 Nm
Chevrolet,Suburban LT,5.3L V8 Gasoline,5300 cc,355 hp,180 km/h,5.1 sec,"$64,400 ",Petrol,8,519 Nm
Chevrolet,Bolt EV Premier,Single Electric Motor,66 kWh,200 hp,150 km/h,6.5 sec,"$31,700 ",Electric,5,360 Nm
Chevrolet,Tahoe LS,5.3L V8 Gasoline,5300 cc,355 hp,180 km/h,7.5 sec,"$56,995 ",Petrol,8,519 Nm
Chevrolet,Tahoe LT,5.3L V8 Gasoline,5300 cc,355 hp,180 km/h,7.4 sec,"$62,495 ",Petrol,8,519 Nm
Chevrolet,Tahoe RST,5.3L V8 Gasoline,5300 cc,355 hp,180 km/h,7.4 sec,"$64,100 ",Petrol,7,519 Nm
Chevrolet,Tahoe Z71,5.3L V8 Gasoline,5300 cc,355 hp,180 km/h,7.6 sec,"$66,700 ",Petrol,7,519 Nm
Chevrolet,Tahoe Premier,6.2L V8 Gasoline,6200 cc,420 hp,200 km/h,6.8 sec,"$71,600 ",Petrol,7,624 Nm
Chevrolet,Tahoe High Country,6.2L V8 Gasoline,6200 cc,420 hp,200 km/h,6.7 sec,"$76,700 ",Petrol,7,624 Nm
Chevrolet,Tahoe Midnight Edition,5.3L V8 Gasoline,5300 cc,355 hp,180 km/h,7.5 sec,"$65,500 ",Petrol,8,519 Nm
Chevrolet,Tahoe Sport Edition,6.2L V8 Gasoline,6200 cc,420 hp,200 km/h,6.8 sec,"$70,000 ",Petrol,7,624 Nm
GMC,Terrain,1.5L Turbo 4-cylinder,1500 cc,175 hp,190 km/h,9.5 sec,"$29,900 ",Petrol,5,275 Nm
GMC,Acadia,2.0L Turbo 4-cylinder,2000 cc,228 hp,200 km/h,7.8 sec,"$36,800 ",Petrol,7,350 Nm
GMC,Yukon,5.3L V8 Gasoline,5300 cc,355 hp,180 km/h,7.4 sec,"$57,400 ",Petrol,8,519 Nm
GMC,Yukon XL,6.2L V8 Gasoline,6200 cc,420 hp,200 km/h,6.9 sec,"$61,100 ",Petrol,8,624 Nm
